https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.2,GKS Przodkowo - Polonia Sroda Wielkopolska,2:0,16:00,1.04,10.75,28.00
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.3,Zaglebie II Lubin - Stal Brzeg,2:1,16:00,2.04,3.58,3.13
https://bettingtips1x2.com/images/flags/Toulon.png,Toulon Tournament,Argentina U20 - Japan U19,1:1,16:00,1.62,3.58,5.15
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Azerbaijan - Slovakia,0:2,16:00,4.40,3.32,1.88
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Moldova - Latvia,2:1,16:00,2.73,3.03,2.68
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,Allerheiligen - Wolfsberger AC Amateure,2:1,16:45,2.04,3.50,3.18
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,Union Vocklamarkt - USV RB Weindorf St Anna,2:1,16:45,2.45,3.68,2.44
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,SV Ried II - Deutschlandsberger SC,2:1,16:45,4.00,3.67,1.76
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,SC Weiz - WSC Hertha Wels,0:1,16:45,2.34,3.55,2.63
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,TUS Bad Gleichenberg - Union Gurten,1:1,16:45,2.58,3.78,2.28
https://bettingtips1x2.com/images/flags/Austrian.png,Austrian Regionalliga,SK Treibach - Kalsdorf,2:1,16:45,2.67,3.58,2.30
https://bettingtips1x2.com/images/flags/Euro.png,Euro U21 Qual.,Turkey U21 - Kazakhstan U21,2:0,17:00,1.25,5.40,10.25
https://bettingtips1x2.com/images/flags/Norwegian.png,Norwegian Div. 3 Avd. 3,Sola FK - Haugesund II,2:0,17:00,2.08,3.85,2.87
https://bettingtips1x2.com/images/flags/Norwegian.png,Norwegian Div. 3 Avd. 5,Melhus - Nardo,0:5,17:00,10.50,7.40,1.16
https://bettingtips1x2.com/images/flags/Swe..png,Swe. Div. 2 Norra Götaland,Angered BK - Stenungsunds IF,2:0,17:00,2.75,3.40,2.31
https://bettingtips1x2.com/images/flags/Swe..png,Swe. Div. 2 Västra Götaland,Tolo IF - Vastra Frolunda,0:3,17:00,4.95,4.40,1.51
https://bettingtips1x2.com/images/flags/Swe..png,Swe. Div. 2 Norra Götaland,Ahlafors IF - Lidköpings,2:0,17:15,1.79,3.63,3.90
https://bettingtips1x2.com/images/flags/Euro.png,Euro U21 Qual.,Kosovo U21 - England U21,0:4,18:00,14.25,6.85,1.16
https://bettingtips1x2.com/images/flags/Norwegian.png,Norwegian Div. 3 Avd. 3,Bremnes - Lysekloster,1:1,18:00,2.77,3.97,2.10
https://bettingtips1x2.com/images/flags/Uruguayan.png,Uruguayan Primera,River Plate Montevideo - Cerrito,1:0,18:00,1.77,3.55,4.12
https://bettingtips1x2.com/images/flags/Uruguayan.png,Uruguayan Segunda,CA Atenas - CA Progreso,0:2,18:00,3.20,2.72,2.44
https://bettingtips1x2.com/images/flags/Euro.png,Euro U21 Qual.,Montenegro U21 - Luxembourg U21,1:1,18:15,1.37,5.50,5.90
https://bettingtips1x2.com/images/flags/Irish.png,Irish Division 1,Longford Town - Bray Wanderers,1:2,18:45,1.98,3.47,3.50
https://bettingtips1x2.com/images/flags/Irish.png,Irish Division 1,Athlone - Cobh Ramblers,1:1,18:45,2.80,3.40,2.33
https://bettingtips1x2.com/images/flags/Irish.png,Irish Division 1,Wexford - Treaty United,0:2,18:45,2.29,3.28,2.95
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Austria - France,0:1,18:45,4.45,3.70,1.80
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Denmark - Croatia,0:0,18:45,1.89,3.63,4.07
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Albania - Israel,2:1,18:45,2.31,3.28,3.20
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Andorra - Liechtenstein,2:0,18:45,1.77,3.35,4.85
https://bettingtips1x2.com/images/flags/UEFA.png,UEFA Nations League,Belarus - Kazakhstan,1:1,18:45,2.39,3.03,3.22
https://bettingtips1x2.com/images/flags/Argentinian.png,Argentinian Primera,Gimnasia Y Esgrima - Patronato,1:1,19:30,1.94,3.33,3.95
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Ints. U20,Paraguay U20 - Uruguay U20,0:2,21:00,3.22,3.05,2.26
https://bettingtips1x2.com/images/flags/Venezuelan.png,Venezuelan Primera,Estudiantes Merida - Ucv FC,1:2,21:00,2.31,3.02,3.08
https://bettingtips1x2.com/images/flags/Argentinian.png,Argentinian Primera,Atletico Lanus - Defensa Y Justicia,2:0,22:00,2.58,3.23,2.68
https://bettingtips1x2.com/images/flags/Argentinian.png,Argentinian Primera,CA Aldosivi - Estudiantes de La Plata,0:3,22:00,3.25,3.33,2.16
https://bettingtips1x2.com/images/flags/Brazilian.png,Brazilian Serie B,Sampaio Correa MA - Nautico PE,2:0,22:00,2.37,3.07,2.93
https://bettingtips1x2.com/images/flags/Argentinian.png,Argentinian Primera B Nacional,Nueva Chicago - Gimnasia y Esgrima Mendoza,1:3,22:10,2.99,2.86,2.46
https://bettingtips1x2.com/images/flags/United.png,United States USL League Two,Midwest United FC - AFC Ann Arbor,0:2,23:00,6.10,4.83,1.39
https://bettingtips1x2.com/images/flags/United.png,United States USL League Two,Western Mass Pioneers - Boston City FC,0:2,23:00,1.95,3.67,3.28
https://bettingtips1x2.com/images/flags/United.png,United States USL League Two,Flint City Bucks - Oakland County FC,5:1,23:00,1.13,7.70,13.75
https://bettingtips1x2.com/images/flags/United.png,United States USL League Two,Dayton Dutch Lions - Kings Hammer FC,0:2,23:00,7.50,5.75,1.28
https://bettingtips1x2.com/images/flags/Uruguayan.png,Uruguayan Segunda,Central Espanol - Juventud de Las Piedras,0:2,23:15,3.45,3.00,2.14
https://bettingtips1x2.com/images/flags/Venezuelan.png,Venezuelan Primera,Academia Puerto Cabello - Zulia,1:1,23:15,2.02,3.07,3.73
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Ints. U20,Brazil U20 - Ecuador U20,4:0,23:30,1.37,4.78,7.20
